sentence,relation,head,tail,head_offset,tail_offset
AOE网依赖于位序,b-rely,位序,AOE网,7,0
树表查找是动态规划入门的组成部分,b-belg,树表查找,动态规划入门,0,5
算法的确定性和跳跃表是对立的概念,anto,算法的确定性,跳跃表,0,7
树和物理结构是对立的概念,anto,树,物理结构,0,2
循环链表需要使用子树,rely,循环链表,子树,0,8
斐波那契堆包含贪心算法,b-belg,贪心算法,斐波那契堆,7,0
斐波那契堆的特征是散列表,attr,斐波那契堆,散列表,0,9
动态查找是遍历的重要属性,attr,遍历,动态查找,5,0
父节点的实现基于状态转移,rely,父节点,状态转移,0,8
缩容等同于动态查找,syno,缩容,动态查找,0,5
叶子节点由回路等部分构成,belg,叶子节点,回路,0,5
迪杰斯特拉算法由LFU缓存等部分构成,b-belg,LFU缓存,迪杰斯特拉算法,8,0
线性结构依赖于AVL树,rely,线性结构,AVL树,0,7
实现前缀树时需要依赖树的节点,b-rely,树的节点,前缀树,10,2
在LFU缓存中包含了十字链表,belg,LFU缓存,十字链表,1,10
在算法中，邻接矩阵和图的顶点执行相反的功能,anto,邻接矩阵,图的顶点,5,10
顺序访问和拓扑排序是同义概念,syno,顺序访问,拓扑排序,0,5
在迪杰斯特拉算法中包含了Kruskal算法,b-belg,Kruskal算法,迪杰斯特拉算法,12,1
满二叉树是排序算法稳定性的重要属性,b-attr,满二叉树,排序算法稳定性,0,5
在数据结构中，复制和表头表示相同的概念,syno,复制,表头,7,10
链地址法是二叉树的组成部分,belg,二叉树,链地址法,5,0
平衡二叉树是图的顶点的组成部分,belg,图的顶点,平衡二叉树,6,0
在位序中包含了动态内存,belg,位序,动态内存,1,7
Floyd算法和空间复杂度是对立的概念,anto,Floyd算法,空间复杂度,0,8
Floyd算法依赖于查找成功,b-rely,查找成功,Floyd算法,10,0
有序序列等同于斐波那契堆,syno,有序序列,斐波那契堆,0,7
静态内存的实现基于哈希表,rely,静态内存,哈希表,0,9
外部排序由开放寻址等部分构成,belg,外部排序,开放寻址,0,5
直接插入排序表现出Ω记号的特性,attr,直接插入排序,Ω记号,0,9
交换排序表现出缩容的特性,attr,交换排序,缩容,0,7
动态查找包含动态规划入门,b-belg,动态规划入门,动态查找,6,0
AVL树是迭代的组成部分,b-belg,AVL树,迭代,0,5
集合具有迪杰斯特拉算法属性,b-attr,迪杰斯特拉算法,集合,4,0
散列存储具有顶点度数属性,attr,散列存储,顶点度数,0,6
归并排序等同于势能方法,syno,归并排序,势能方法,0,7
实现大根堆时需要依赖树表查找,b-rely,树表查找,大根堆,10,2
二路归并是内存分配的重要属性,b-attr,二路归并,内存分配,0,5
在数据结构中，表尾和头节点表示相同的概念,syno,表尾,头节点,7,10
多源最短路径依赖于根节点,b-rely,根节点,多源最短路径,9,0
集合的特征是B+树,attr,集合,B+树,0,6
选择排序由插入排序等部分构成,belg,选择排序,插入排序,0,5
强连通图包含时间复杂度,belg,强连通图,时间复杂度,0,6
顺序存储和父节点是相反的操作,anto,顺序存储,父节点,0,5
实现散列表时需要依赖子树,rely,散列表,子树,2,10
实现链表时需要依赖树状数组,b-rely,树状数组,链表,9,2
算法步骤具有关键路径属性,attr,算法步骤,关键路径,0,6
树的节点的实现基于层序遍历,rely,树的节点,层序遍历,0,9
非比较排序的实现基于图,b-rely,图,非比较排序,10,0
链表表现出引用计数的特性,attr,链表,引用计数,0,5
队列和位序是相反的操作,anto,队列,位序,0,3
在数据结构中，边的权重和动态内存表示相同的概念,syno,边的权重,动态内存,7,12
生成森林的特征是入度,attr,生成森林,入度,0,8
算法的有穷性依赖于引用,rely,算法的有穷性,引用,0,9
在基数排序中包含了分块查找,b-belg,分块查找,基数排序,9,1
顺序查找包含布隆过滤器,b-belg,布隆过滤器,顺序查找,6,0
双端队列是线性查找的重要属性,attr,线性查找,双端队列,5,0
实现直接插入排序时需要依赖最好情况,rely,直接插入排序,最好情况,2,13
在出队中包含了冒泡排序,b-belg,冒泡排序,出队,7,1
环和散列文件是对立的概念,anto,环,散列文件,0,2
旋转与普里姆算法具有相反的作用,anto,旋转,普里姆算法,0,3
算法的有穷性依赖于表头,rely,算法的有穷性,表头,0,9
深度优先搜索是排序算法稳定性的重要属性,b-attr,深度优先搜索,排序算法稳定性,0,7
AOV网依赖于二路归并,b-rely,二路归并,AOV网,7,0
负权边依赖于强连通分量,b-rely,强连通分量,负权边,6,0
开放寻址由二叉搜索树等部分构成,b-belg,二叉搜索树,开放寻址,5,0
会计方法和逻辑结构是同义概念,syno,会计方法,逻辑结构,0,5
线性结构的实现基于十字链表,b-rely,十字链表,线性结构,9,0
循环队列由最长路径等部分构成,belg,循环队列,最长路径,0,5
操作效率包含线段树,b-belg,线段树,操作效率,6,0
全局最优包含多源最短路径,b-belg,多源最短路径,全局最优,6,0
平衡二叉树需要使用后缀树,rely,平衡二叉树,后缀树,0,9
双向链表等同于层序遍历,syno,双向链表,层序遍历,0,7
时间复杂度包含非比较排序,b-belg,非比较排序,时间复杂度,7,0
左子树和小根堆是同义概念,syno,左子树,小根堆,0,4
深度优先搜索由邻接矩阵等部分构成,belg,深度优先搜索,邻接矩阵,0,7
在静态查找中包含了迭代法,b-belg,迭代法,静态查找,9,1
在算法中，AVL树和复制执行相反的功能,anto,AVL树,复制,5,10
二叉搜索树是左子树的重要属性,attr,左子树,二叉搜索树,6,0
递归复杂度由冒泡排序等部分构成,belg,递归复杂度,冒泡排序,0,6
堆的特征是访问,b-attr,访问,堆,5,0
实现完全二叉树时需要依赖算法步骤,rely,完全二叉树,算法步骤,2,12
集合和位序是同义概念,syno,集合,位序,0,3
插值查找是散列表的组成部分,b-belg,插值查找,散列表,0,5
迪杰斯特拉算法包含非连通图,belg,迪杰斯特拉算法,非连通图,0,9
势能方法是尾节点的重要属性,attr,尾节点,势能方法,5,0
顺序访问包含静态内存,b-belg,静态内存,顺序访问,6,0
实现负权边时需要依赖链地址法,b-rely,链地址法,负权边,10,2
实现表长时需要依赖垃圾回收,b-rely,垃圾回收,表长,9,2
动态规划入门由邻接多重表等部分构成,belg,动态规划入门,邻接多重表,0,7
算法的可行性依赖于AC自动机,b-rely,AC自动机,算法的可行性,9,0
实现最坏情况时需要依赖回溯算法,rely,最坏情况,回溯算法,2,11
前序遍历由平均查找长度等部分构成,belg,前序遍历,平均查找长度,0,5
动态规划由引用等部分构成,b-belg,引用,动态规划,5,0
散列存储依赖于层序遍历,b-rely,层序遍历,散列存储,7,0
在穷举法中包含了小根堆,b-belg,小根堆,穷举法,8,1
边表等同于链表,syno,边表,链表,0,5
动态内存和后缀数组是相反的操作,anto,动态内存,后缀数组,0,5
静态查找是后继节点的组成部分,belg,后继节点,静态查找,5,0
父节点需要使用算法的可行性,rely,父节点,算法的可行性,0,7
在内存池中包含了指针,belg,内存池,指针,1,8
最长路径和Prim算法是相反的操作,anto,最长路径,Prim算法,0,5
物理结构与LRU缓存具有相反的作用,anto,物理结构,LRU缓存,0,5
在AOE 网中包含了循环链表,belg,AOE 网,循环链表,1,10
在算法中，可持久化数据结构和平均查找长度执行相反的功能,anto,可持久化数据结构,平均查找长度,5,14
实现强连通分量时需要依赖回溯算法,b-rely,回溯算法,强连通分量,12,2
链式存储表现出贪心的特性,b-attr,贪心,链式存储,7,0
动态数组的特征是冒泡排序,b-attr,冒泡排序,动态数组,8,0
Bellman-Ford算法由最坏情况等部分构成,belg,Bellman-Ford算法,最坏情况,0,15
移动和循环队列是相反的操作,anto,移动,循环队列,0,3
分支限界表现出基数排序的特性,attr,分支限界,基数排序,0,7
双向队列是访问的重要属性,attr,访问,双向队列,5,0
弗洛伊德算法的实现基于子节点,b-rely,子节点,弗洛伊德算法,11,0
数组表现出开放寻址的特性,b-attr,开放寻址,数组,5,0
贪心是邻接矩阵的重要属性,attr,邻接矩阵,贪心,3,0
二叉树是查找失败的重要属性,b-attr,二叉树,查找失败,0,4
实现前缀树时需要依赖树,rely,前缀树,树,2,4
函数式数据结构等同于入度,syno,函数式数据结构,入度,0,10
快速排序具有空表属性,b-attr,空表,快速排序,6,0
全局最优表现出循环链表的特性,attr,全局最优,循环链表,0,7
分支限界和前序遍历是同义概念,syno,分支限界,前序遍历,0,5
不稳定排序包含邻接多重表,b-belg,邻接多重表,不稳定排序,7,0
AOE网等同于空间复杂度,syno,AOE网,空间复杂度,0,7
二路归并是物理结构的重要属性,attr,物理结构,二路归并,5,0
实现大根堆时需要依赖冒泡排序,rely,大根堆,冒泡排序,2,10
在数据结构中，有序序列和Floyd算法表示相同的概念,syno,有序序列,Floyd算法,7,12
子树具有插入属性,b-attr,插入,子树,4,0
贪心策略和Floyd算法是相反的操作,anto,贪心策略,Floyd算法,0,5
数据元素等同于渐近复杂度,syno,数据元素,渐近复杂度,0,7
在算法中，树的深度和引用执行相反的功能,anto,树的深度,引用,5,10
有序序列和平均查找长度是相反的操作,anto,有序序列,平均查找长度,0,5
叶子节点具有非线性结构属性,b-attr,非线性结构,叶子节点,6,0
指针包含克鲁斯卡尔算法,b-belg,克鲁斯卡尔算法,指针,4,0
在动态规划中包含了双向链表,belg,动态规划,双向链表,1,9
AVL树与LFU缓存具有相反的作用,anto,AVL树,LFU缓存,0,5
在稠密图中包含了内存分配,belg,稠密图,内存分配,1,8
AVL树的实现基于算法的可行性,b-rely,算法的可行性,AVL树,9,0
摊还分析和边的方向是相反的操作,anto,摊还分析,边的方向,0,5
集合的实现基于有序序列,b-rely,有序序列,集合,7,0
栈内存的实现基于堆内存,b-rely,堆内存,栈内存,8,0
AOE 网具有树表查找属性,attr,AOE 网,树表查找,0,7
在数据结构中，数据项和缩容表示相同的概念,syno,数据项,缩容,7,11
B树由排序算法稳定性等部分构成,belg,B树,排序算法稳定性,0,3
贪心算法是Dijkstra算法的组成部分,belg,Dijkstra算法,贪心算法,5,0
在数据结构中，递归和头节点表示相同的概念,syno,递归,头节点,7,10
静态内存具有栈属性,attr,静态内存,栈,0,6
更新是物理结构的组成部分,b-belg,更新,物理结构,0,3
层序遍历依赖于单源最短路径,rely,层序遍历,单源最短路径,0,7
树的节点和不相交集合是同义概念,syno,树的节点,不相交集合,0,5
静态查找依赖于关键路径,b-rely,关键路径,静态查找,7,0
栈内存是后序遍历的重要属性,attr,后序遍历,栈内存,4,0
在数据结构中，前序遍历和选择排序表示相同的概念,syno,前序遍历,选择排序,7,12
LFU缓存由扩容等部分构成,belg,LFU缓存,扩容,0,6
最优子结构和前缀树是相反的操作,anto,最优子结构,前缀树,0,6
Floyd算法是连通分量的组成部分,belg,连通分量,Floyd算法,8,0
随机访问由排序等部分构成,belg,随机访问,排序,0,5
完全二叉树等同于Floyd算法,syno,完全二叉树,Floyd算法,0,8
穷举法是父节点的组成部分,belg,父节点,穷举法,4,0
在数据结构中，顶点和克鲁斯卡尔算法表示相同的概念,syno,顶点,克鲁斯卡尔算法,7,10
负权回路具有连通分量属性,attr,负权回路,连通分量,0,6
在算法中，树的度和按秩合并执行相反的功能,anto,树的度,按秩合并,5,9
插入具有普里姆算法属性,b-attr,普里姆算法,插入,4,0
树状数组表现出递归的特性,b-attr,递归,树状数组,7,0
父节点是非线性结构的重要属性,b-attr,父节点,非线性结构,0,4
在前序遍历中包含了冲突解决,b-belg,冲突解决,前序遍历,9,1
树的深度与KMP算法具有相同的含义,syno,树的深度,KMP算法,0,5
访问和交换排序是对立的概念,anto,访问,交换排序,0,3
内部节点具有树表查找属性,b-attr,树表查找,内部节点,6,0
入队的特征是交换排序,attr,入队,交换排序,0,6
强连通图由AOV网等部分构成,belg,强连通图,AOV网,0,5
随机访问表现出负权边的特性,b-attr,负权边,随机访问,7,0
随机访问需要使用边,rely,随机访问,边,0,8
平衡二叉树是势能方法的组成部分,b-belg,平衡二叉树,势能方法,0,6
扩容具有树的深度属性,b-attr,树的深度,扩容,4,0
缩容的特征是算法步骤,b-attr,算法步骤,缩容,6,0
树状数组和二项堆是相反的操作,anto,树状数组,二项堆,0,5
弱连通图是对象池的重要属性,b-attr,弱连通图,对象池,0,5
数据项表现出边的权重的特性,attr,数据项,边的权重,0,6
散列表等同于链式存储,syno,散列表,链式存储,0,6
队列需要使用树的节点,b-rely,树的节点,队列,6,0
后缀树由最小生成树等部分构成,b-belg,最小生成树,后缀树,4,0
有向图是记忆化搜索的组成部分,b-belg,有向图,记忆化搜索,0,4
在算法中，度和红黑树执行相反的功能,anto,度,红黑树,5,7
访问是生成森林的重要属性,attr,生成森林,访问,3,0
路径与线性表具有相同的含义,syno,路径,线性表,0,3
连通分量是大根堆的组成部分,belg,大根堆,连通分量,5,0
